,Song ID,asset_id,Title,songtrust_composer,youtube_writers
13,2437195,A124776412801000,#1,SCAPA/NORRIS/FASSE,FASSE JOHN;NORRIS MADISON;SCAPA NICOLAS
26,3137337,A151484020336810,#1 BUM,SCHELLENBACH/CUNNIFF/GLASER,CUNNIFF JILL;GLASER GABRIELLE;SCHELLENBACH KATHERINE
27,58989,A151484020336810,#1 BUM,SCHELLENBACH/GLASER/CUNNIFF,CUNNIFF JILL;GLASER GABRIELLE;SCHELLENBACH KATHERINE
28,2281755,A574418165589868,$TACKS,LOPEZ,LOPEZ
46,2232275,A138977090781813,(GUITAR SOLO),HAYS,HAYS JENNIFER
47,2494433,A829208928218113,(HEILENDEMUSIK) TAG UND NACHT MEDITATION,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
56,3022184,A120940344568984,(INTRO) ALL LOVE LOST,SALGADO/BUDDEN/CARR,BUDDEN J/CARR J/SALGADO E
57,2372759,A847505505303500,(THIS IS WHY) I CAN'T WEAR WHITE,WASNER,JENNIFER WASNER
66,2494428,A173539388526311,...AND THE BEAST,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
79,6780,A525897617479077,09 RAP UP,BAKER/LEWIS/SCOTT,DONNIE LEWIS;DUSTIN JERELL SCOTT;RAYMOND SIDNEY BAKER II
166,2184914,A922808935582290,1 BAD BITCH,LLOYD/NEVILLE/MORGAN,OJ MORGAN;SOPHIE LLOYD;TOM NEVILLE
472,783448,A469601549196140,100 BARS,"COX, STANLEY",COX STANLEY
476,3206230,A911008919227217,100 BOTELLAS,"ORTIZ URIAS, RICARDO",RICARDO DANIEL ORTIZ URIAS
481,2198987,A132458914150415,100 LIKES,ENTERTAINMENT/WILLIAMS,DERRICK WILLIAMS;RUN RUN CHEWY ENTERTAINMENT
505,3069858,A921472993193124,100 MILES,FURGIUELE/FURGIUELE,NICHOLAS EDWIN FURGIUELE;PETER ALEXANDER FURGIUELE
523,3018513,A139428378747723,100 TRAFICANTE,"ONTIVEROS, JOSE",JOSE  ONTIVEROS
526,2484761,A967095194087276,100 YEAR THING,"STILLS, CHRIS",CHRIS STILLS
535,2494454,A570730176165565,100 YEARS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
584,495057,A629550865787393,100 YEARS,"MORTON, KYLE",KYLE RAY MORTON
619,2229569,A510328548458782,100%,ANSONG/TSIKATA,KWAME  A  TSIKATA;MAXWELL ANSONG
692,3021662,A268894875881183,1000 HANDS,BOYD/OVERTON/WALDMAN,ADAM WALDMAN;GEORGIA OVERTON;JASON BOYD
695,9094,A166799872373321,1000 INNUENDOES,"TAYLOR, NICOLE",NICOLE ESSIE TAYLOR
806,2494479,A365320467418297,101 SLEEP SONGS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
807,2494479,A166695693420758,101 SLEEP SONGS,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO/ SACCHETTO GIULIANO/ TOBACCO MUSIC EDITION
808,2494481,A710714536910156,101 SPA MUSIC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION, SACCHETTO GIULIANO"
845,876873,A334426480212453,11 11,"CALDERON, MANUEL",AMALIA TERESA CASTRO;HECTOR JESUS CARREON ZUNIGA;MANUEL CALDERON
913,3061570,A724129293312348,12 THROUGH 15,LENZO/BUNDRICK /SANDERS/BETTS /GARCIA,BETTS/BUNDRICK/GARCIA/LENZO/SANDERS
963,685559,A429581329473989,127 NORTH,ZUBKOVS/ASHBURN/JOSS/BURKE-MORAN/VICKERS/JAMIESON,ASHBURN JONATHAN;BURKE-MORAN ERIN;JAMIESON PHILIP;JOSS CALVIN;VICKERS JOE;ZUBKOVS JANI
1047,2278341,A432213365595886,14,LEONARD/COLE,PATRICK LEONARD;PAULA               COLE
1058,3024915,A363335494083935,14 TIROS,"MORENO, JOSE",MORENO JOSE CARLOS
1064,2372760,A919144733788863,15,WASNER,WASNER JENNIFER
1100,2380421,A644550861194580,1635,"MARTINEZ, DANNY",DANNY MARTINEZ
1135,3020061,A309554145584987,17 BUCKS,"MUDRICK, THOMAS",HARTLEY IAN;MUDRICK THOMAS
1141,2494496,A772387209362756,17TH MARCH  SAINT PATRICK DAY,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO
1147,2308181,A444309684187285,1800GOODBYE,MAYTORENA/MILLER/SWEDA/DANDA,JAMES CHRISTOPHER DANDA;LONNIE VENCENT MILLER;MARK JOSEPH MAYTORENA;MICHAEL SWEDA
1159,3105549,A727956779305244,1822,"CHERIFF, JACOB",BERNARDO OCHOA;DANIEL  PAUL HEMERLEIN;JACOB LEE CHERIFF
1160,2183642,A727956779305244,1822,CHERIFF/OCHOA/HEMERLEIN,BERNARDO OCHOA;DANIEL  PAUL HEMERLEIN;JACOB LEE CHERIFF
1190,2505197,A725802805009042,1959,BATMANGLIJ/LEITHAUSER,JAMES HAMILTON LEITHAUSER;ROSTAM BATMANGLIJ
1199,125633,A554638088073523,1970 CHARGER,"FALYON, SEAN",FALYON SEAN
1267,205027,A257304081965957,1984,BERGERON/FOSTER,BERGERON MARSHALL;FOSTER CODY
1352,2237546,A267541209723199,1989,BRATCHER/PAULSEN,BRATCHER BLAKE;PAULSEN JONATHAN
1423,2387598,A768817777939252,1995,LUKIN/MCLAUGHLIN/PETERS/TURNER,LUKIN  MATTHEW D;MCLAUGHLIN  MARK T;PETERS  DANIEL JOE;TURNER  STEVEN NEIL
1588,3009075,A875310366189765,2 NY,"DAVIES, NOAH",DAVIES NOAH
1613,870282,A538674561473215,2 WILD 2 TRILL,"WALKER, THOMAS",WALKER THOMAS
1619,3063605,A748725339298571,20 ON THE BOTTOM,"WILLIAMS, BRANDON",BRANDON DEANDRE WILLIAMS
1969,2494520,A337877906433266,2016 EASTER HOLIDAYS,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO
2040,774370,A961228342432151,21 DAYS,HOPPUS/DE LONGE/RAYNOR,MARK HOPPUS;SCOTT RAYNOR;TOM DE LONGE
2045,94871,A746689805253814,21 FOREVER,FAFALIOS/MURO/MENOTIADES/SOBOSLAI,FAFALIOS CHRISTOPHER;MENOTIADES PAUL;MURO CORY;SOBOSLAI STEVEN
2046,2446939,A610631210943986,21 POUNDS,"FERGUSON, CHRISTOPHER",CHRISTOPHER  ANDREI FERGUSON
2052,2379630,A647535552114025,211,LIEDTKE/ESTERLY/SWAN,ANTHONY J ESTERLY;CHRISTOPHER S SWAN;JOSEPH MERRELL LIEDTKE
2098,74341,A509521962735502,21ST CENTURY WALTZ,"BRYANT, GARY",BRYANT GARY PAUL
2261,3003652,A323576736878428,24 FLOORS,NICKELSEN/KIRCH/MONACO/BROCK/OCALLAGHAN,BROCK/KIRCH/NICKELSEN/MONACO/OCALLAGHAN
2362,3038275,A807929350730495,247 (FEAT. POOH D),"RHODEN, LLOYD",RHODEN LLOYD
2366,3042825,A871062088914282,26 YEARS 17 DAYS,JENNINGS/SIGLER/CURRY,CURRY  EUGENE;JENNINGS  LYFE;SIGLER  WALTER B
2520,3101101,A569718677352068,3 MINS OF DEATH,"BEECHAM, ANTHONY",BEECHAM ANTHONY
2523,2494533,A671008091861996,3 O'CLOCK IN THE MORNING,"TRIVELLATO, GIORDANO","G SACCHETTO, GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION"
2530,59009,A419134460895048,3 SECONDS TO CROSS,SCHELLENBACH/GLASER/CUNNIFF,CUNNIFF JILL;GLASER GABRIELLE;SCHELLENBACH KATHERINE
2535,2232703,A138587110010050,30 CLIP EXTENSION,BUTLER,ISHMAEL BUTLER
2552,3102148,A222745485558811,30 MINUTES,"TSURUDA, THOMAS",TSURUDA THOMAS
2557,3106580,A819026296474480,30 NIGGAZ,UBIERA/BREWSTER/GARCIA,BREWSTER D/GARCIA D/UBIERA F
2558,2471333,A819026296474480,30 NIGGAZ,GARCIA/BREWSTER/UBIERA,BREWSTER D/GARCIA D/UBIERA F
2582,3020059,A114040752665685,30OUGHT,"MUDRICK, THOMAS",MUDRICK THOMAS
2586,2494541,A548588455147245,31 DE OCTUBRE HALLOWEEN,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
2594,2207957,A911734019890953,31 FLAVORS,PINTO DA CONCEICAO/STALLWORTH,FRANK DAVID STALLWORTH;JORGE MIGUEL DOS SANTOS PINTO DA CONCEICAO
2607,43021,A454463829424533,32110 BUNNELL,"SCOTT, VERONICA",SCOTT VERONICA
2608,7145,A141699529811992,33 RPM,MARTIN,ELLIOT SAMUEL MARTIN
2609,7145,A117678091688181,33 RPM,MARTIN,BERAM ALEXANDER;MARTIN ELLIOT
2782,841726,A903337420148459,4 BLACKS,ABERNATHY/CROSS,AARON ANDREW ABERNATHY;EUGENE CROSS CURTIS II
2802,2494552,A310724397990731,4 NOBLE TRUTHS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
2844,2427944,A672921407980060,4 THE REST OF YOUR LIFE,WILLIAMS/ROBINSON/EAMON,EAMON DOYLE;KIRK ROBINSON;YARED WILLIAMS
2853,2235488,A557914337903150,4 WHAT I POUR,"MORRISON, ANTONIO",MORRISON ANTONIO
2869,3021147,A621525809665209,400 TIL IM GONE,"JORDAN, ERIC",ERIC JORDAN;UNKNOWN WRITER
2878,3136441,A764363339017909,420,MCNUTT/XAVIER/KUMAGAI/ADAMS/MILLER,XAVIER/MILLER/MCNUTT/KUMAGAI/ADAMS
2888,3136441,A421290144494783,420,MCNUTT/XAVIER/KUMAGAI/ADAMS/MILLER,BRAD X;DUSTIN MILLER;IRON MIKE KUMAGAI;ROBERT ADAMS;TIMOTHY MCNUTT
2901,2494561,A852116937876697,432 HZ DEEP SLEEP MUSIC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
2907,2494564,A655961720962607,432HZ,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
2909,2494566,A244633346019618,432HZ VIBES,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO
2910,3096282,A873424376723722,434AM,"MCGILPIN, THOMAS",MCGILPIN THOMAS JR
2913,3076461,A142577341037686,44 MAGNUM,ALBALADEJO/VARGAS/VANDERSLICE/EDENS/LUVINER,ALBALADEJO M/LUVINER V/VARGAS J
2916,781809,A320626287895914,45 TOOK HUDSON,HENDY,HENDY SCOTT
2917,2389298,A156424847389437,46TH & BLISS,"USBECK, MARIA",USBECK MARIA
3151,3088443,A273072473432142,4U,"ELLIS DANNY COMOLLI, JORDAN",COMOLLI JORDAN
3170,2232249,A468038985709234,5 DOLLERS,HAYS,HAYS JENNIFER
3181,2431186,A962236076357570,5 MINUTES,"BEAN, SHOSHANA",BEAN SHOSHANA
3191,2494583,A807349044290143,5 MINUTES MEDITATION WITH SLEEP SOUNDS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
3196,2359979,A208268076025003,5 MINUTOS DE MEDITACION,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
3221,781810,A953638895328889,50 DAYS OF WINTER,TURRELL/CHAMPION/WATSON,"JOHN TURRELL, JONATHAN WATSON, ANDY CHAMPION"
3222,3144043,A734378313104963,50 FALLING DROPS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
3224,2494600,A700855395435591,50 MINUTES (FIFTY CHILL OUT MIX),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
3225,2494602,A567172028271821,50 MINUTES OF LOVE (ELECTRONIC BACKGROUND MUSIC),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
3226,2494603,A432659136515966,50 MINUTES OF PEACE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
3227,2439809,A748040470758393,50 PIANO SHADES,"TRIVELLATO, GIORDANO",TRIVELLATO GIORDANO
3250,2494630,A818361438460870,50 ZEN SONGS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION, SACCHETTO GIULIANO"
3256,2387731,A365249097038346,500 PAGES (TORR'S VERSION),"RANSOM, MICHAEL",RANSOM MICHAEL
3264,2479635,A309933616520281,52 WEEKS,"KONSTANTY, ALJOSHA",KONSTANTY ALJOSHA
3266,2494634,A967826446238714,528HZ EFFECT,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
3285,508246,A163320739764693,57 FORD,"BARAJAS, ALEJANDRO",ALEJANDRO MARCO BARAJAS
3286,3208914,A416837044577367,58 MINUTES POUR VIVRE,LEUPI/BERNIER,BERNIER JEAN PHILIPPE / LEUPI JEAN NICOLAS
3304,234861,A669030871419563,5AM,KERR,ALLY KERR
3328,3144266,A536909658924123,6 AM  ACOUSTIC GUITAR MUSIC,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
3336,2494648,A531163707982227,60 MINUTES NON STOP MUSIC FOR POSITIVE THINKING,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
3352,2455768,A173066153438966,64 BARZ,"SMITH, WALTER",SMITH (NEW ZEALAND) WALTER
3500,2442654,A759064713178254,7 CHAKRAS,"TRIVELLATO, GIORDANO",TRIVELLATO GIORDANO
3501,2442654,A464973651614907,7 CHAKRAS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
3502,2442654,A665995809131735,7 CHAKRAS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
3514,2494676,A454633814020997,7 CHAKRAS (HOW TO OPEN THEM),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
3516,3074959,A454281905581635,7 CHAKRAS (KUNDALINI GODDESS AWAKENING),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO"
3534,4132,A376653507189737,7 DAYS A WEEK,ANDERSON/JACKSON,MELVIN JACKSON;JOE ANDERSON
3551,2251295,A222845651811004,7 YEARS,M. ANDERSON/SHACKELFORD,ANDERSON ERIKA;SHACKELFORD LEIF
3622,2448470,A121184403256336,7TH KING,"FELNER, CHRISTIAN",FELNER CHRISTIAN
3657,361994,A618087778463454,8 BIT BELLS,"BRYANTON, TODD",BRYANTON TODD
3665,2316136,A952021959600012,8 YEARS,HONEYCUTT/ENGLISH/ASHLEY/LAMB,ASHLEY NOLAN;ENGLISH ERIC;HONEYCUTT MATTHEW;LAMB ISAAC
3669,2494724,A833366449710053,80 SONGS (SOUNDS TO SLEEP),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
3692,649830,A922305964668922,808,JOHNSON/JULIA,THOMAS ALFRED JULIA;TREVOR JOHNSON
3718,2494726,A370257543909624,80S AMBIENT,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
3751,3007669,A467198956309124,88 SOUL,"CATANZARO, SALVATORE",CATANZARO SALVATORE
3837,2273154,A112155109822775,90'S NOMAD,SMITH/WOLFE/NEUMAN,NEUMAN MOLLY;SMITH ERIN;WOLFE ALLISON
3838,3132036,A352158855644348,9000 WAVES,"MOKOLO, EDWARD",EDWARD MOKOLO
4142,12153,A756015751432534,99 DAYS,DONOGHUE/FREDRICK/GALLAGHER/HANSON/KUSPA,CAROLINE KUSPA;BRIAN JAMES GALLAGHER;NATHAN ANTHONY FREDRICK;ZACK DONOGHUE;ROBERT HAROLD HANSON
4164,781807,A503404320669820,999,MINTRAM,MINTRAM LEE
4228,2232415,A638246594847941,A BEAST I HAVE YET TO FIND,LORTZ,LORTZ JESSE
4279,2494756,A956505749955537,A BEAUTIFUL MEMORY,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
4291,2494759,A954939237389287,A BEAUTIFUL MOMENT,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
4292,2494759,A456685818440132,A BEAUTIFUL MOMENT,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO
4296,2494769,A317849604299966,A BEAUTIFUL SOUNDSCAPE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
4325,872182,A872362346682966,A BETTER PLACE,"COSGROVE, MATHEW",COSGROVE MATHEW;DABELSTEIN KERROD;FLANNERY RHYS
4422,2494777,A211034575376670,A BIG DREAM,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
4428,2494781,A140208308719832,A BRACCIA APERTE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
4447,2387664,A431550170680755,A BRIEF CELEBRATION OF INDIFFERENCE,MADDISON/MCLAUGHLIN/PETERS/TURNER,MADDISON GUY;MCLAUGHLIN MARK;PETERS DANIEL;TURNER STEVEN
4458,232097,A157462679947755,A BROOM WITH A VIEW  INSTRUMENTAL VERSION,"LAWRENCE, KRISTEN",LAWRENCE KRISTEN
4459,232098,A467164085393735,A BROOM WITH A VIEW  RADIO EDIT,"LAWRENCE, KRISTEN",LAWRENCE KRISTEN
4460,2316137,A601225246554149,A BROTHERHOOD OF MAN,"LAMB, ISAAC",ASHLEY NOLAN;ENGLISH ERIC;HONEYCUTT MATTHEW;LAMB ISAAC
4479,2396623,A547632785979147,A CEILING DREAMS OF A FLOOR,SPUNT/RANDALL,DEAN ALLEN SPUNT;RANDY STEVEN RANDALL
4508,2494814,A116647933702874,A CHILD OF DREAMLAND  INSTRUMENTAL SONGS,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO
4511,2315146,A375967327601982,A CHILD'S IMAGINATION,"MERRILL, KEITH",MERRILL KEITH
4541,2279623,A339756697207193,A COIN ON THE TONGUE,"MELUCH, THOMAS",MELUCH THOMAS
4542,2494822,A648903692048543,A COLD PLAY,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
4564,36968,A121193038424994,A DARK CONGREGATION,SALPETER/MORRIS,MORRIS ROBERT;SALPETER GRETA
4567,2494838,A737926268828658,"A DARK PRESENCE, HORROR AMBIENT SOUNDS","TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
4578,232647,A715720123658368,A DAY FOREVER,"RIDGEWAY, STACY",STACY RIDGEWAY
4640,482843,A229577218666433,A DIFFERENT DAY,SMITH/WILLMON/JOHNSON,JOHNSON CODY;SMITH JOANNA;WILLMON TRENT
4649,2443953,A768967483472924,A DISTRACTING IDEAL INTEREST,"HOLLINS, DESMOND",HOLLINS DESMOND
4653,717297,A215446289774126,A DONDE VA,CARBALLO/HERNANDEZ,BOCCADORO HERNANDEZ MIGUEL ATILIO HERMINIO;CARBALLO  GRACIELA BEATRIZ;MIGUEL AMANDA ANTONIA
4760,2218312,A818421735982761,A DREAM,"CHOI, DAVID",DAVID CHOI;P&M KOREA
4775,781814,A174917170223349,A DREAM,HALL,HALL PETER
4824,2495010,A240201339352728,A FAR CRY,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
4834,482536,A419129060324538,A FLASH OF LIGHT FOLLOWED BY,"BATHGATE, CHRIS",BATHGATE CHRIS
4856,2331914,A422709812779658,A FREE COUNTRY,HARRIS/LANDRY/MACISAAC/MURPHY/WRIGHT,HARRIS CRAIG EUGENE/LANDRY JONATHAN/MACISAAC JASON/MURPHY MARK TODD/WRIGHT WILLIAM
4901,2495086,A222007604862066,A FUN DAY  DANCE ENERGY MUSIC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
4903,2241851,A205247992414620,A G AIN'T FULL,"JOHNSON, JALI",JALI KALIDASA JOHNSON
4912,3139164,A758137937278874,A GENTLE GRACE,"MICALLEF, JOSEPH",JOSEPH MICALLEF (ARRANGER)
4929,2495158,A343144202425006,A GIFT FOR YOU,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
4930,3139563,A922684329791845,A GIFT FROM ABOVE,"MICALLEF, JOSEPH",JOSEPH MICALLEF (ARRANGER)
4939,3112455,A861362298251202,A GIRL LIKE ME (FEAT. NIKKI MARIE),SPARKS/RIGGON,RIGGON NICOLA;SPARKS ROBERT
4940,3112454,A215433255195228,A GIRL LIKE ME (SUNDAY MIX),SPARKS/RIGGON,RIGGON NICOLA;SPARKS ROBERT
5014,2495188,A249705995969594,A HAPPY LOUNGE,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO/ GIULIANO SACCHETTO/ TOBACCO MUSIC EDITION
5030,480379,A647133351992377,A HOLE,JUNCA/WILSON,JUNCA MARCUS;WILSON JAMES
5039,701230,A723987106644973,A JEALOUS HEART NEVER RESTS,"STAMPER, MAREA",STAMPER MAREA RENEE
5065,3074642,A663507565526231,A KISS AROUND MIDNIGHT,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
5103,2279493,A914713693714668,A LAND WHICH HAS NO END,"MELUCH, THOMAS",MELUCH THOMAS WILLIAM
5106,2315149,A412135989618867,A LIFE OF ADVENTURE,"MERRILL, KEITH",MERRILL KEITH
5109,2495243,A230765408486609,A LIFE WORTH LIVING,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
5127,2480460,A962253271987263,A LINE IN THE SAND,MARTIN,BARRETT HARRINGTON MARTIN
5150,85123,A500797026185605,A LITTLE BIT MORE (FEAT. JAY SPAKER),"SPAKER, JASON",SPAKER JASON
5164,61222,A158543816416802,A LITTLE COUNTRY CHURCH,"BERNEY, BOBBY",BERNEY BOBBY
5167,2495246,A348596183681089,A LITTLE DREAM (SLEEP THROUGH THE NIGHT),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
5169,2495247,A741611009488334,A LITTLE FALL OF RAIN,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
5174,3207355,A575092484128275,A LITTLE LESS PUT TOGETHER,DOUGLAS/HEDGES,DOUGLAS CURTIS;HEDGES TREVOR
5203,2253007,A825297177960900,A LITTLE LOVE,"DE CRISTOFARO, DANIEL",DANIEL GENE DE CRISTOFARO;GENE GENE
5253,2495253,A367262474930802,A LITTLE RAIN (RAIN SOUNDS),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
5266,2315150,A244169206998788,A LIVING WORLD,"MERRILL, KEITH",MERRILL KEITH
5276,2495263,A246805307305184,A LONG NIGHT OF SLEEP,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
5284,2282032,A958334582210664,A LONG TIME AGO,"GETZ, ELIZABETH",ELIZABETH PAIGE GETZ;TIMOTHY DANIELLE BLOOM
5300,2232320,A460595617819197,A LONG TIME AWAY,MEIBURG,MEIBURG JONATHAN
5336,78492,A635556161331217,A LOST SHEEP,"SCOTT, VERONICA",SCOTT VERONICA
5350,13707,A364741589621743,A LOVE LIKE THAT,SMITH,SMITH JEFFREY
5436,2558509,A412084721430825,A LOVE STORY,"BECKLES, GREGORY",BECKLES GREGORY
5459,2472332,A567262924342862,A LOVELY PLACE TO BE,"BITZENIS, NIKOLAOS",BITZENIS NIKOLAOS
5472,2362525,A437248740667971,A MAGIC FOREST,TRIVELLATO,GIORDANO TRIVELLATO;GIULIANO SACCHETTO
5480,2279622,A534044816531374,A MANTLE FOR CHARON,"MELUCH, THOMAS",MELUCH THOMAS
5508,3063380,A355119827093615,A METAMORFOSE DAS BORBOLETAS,"ZISKIND, HELIO",HELIO ZISKIND
5510,716297,A935173536405844,A MI AMIGA,VAN ZANDWEGHE/HERNANDEZ,BOCCADORO HERNANDEZ MIGUEL ATILIO HERMINIO;MIGUEL AMANDA ANTONIA;VAN ZANDWEGHE  ANAHI LUCRECIA
5511,716297,A477186071561883,A MI AMIGA,VAN ZANDWEGHE/HERNANDEZ,VAN ZANDWEGHE/HERNANDEZ
5525,3138518,A234493291961098,A MIGHTY FORTRESS,"MICALLEF, JOSEPH",MICALLEF JOSEPH
5615,2495304,A243359967672501,A MIGHTY FORTRESS IS OUR GOD (FAMILY REUNION DINNER MUSIC),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, THANKSGIVING MUSIC DINNER ACADEMY, TOBACCO MUSIC EDITION, TRADITIONAL"
5721,204216,A654776040612674,A MODERN PROMISE,STARLITE,FRANCIS STARLITE
5838,2315151,A761496872639645,A NEW AGE,"MERRILL, KEITH",MERRILL KEITH
6012,818287,A538409939850432,A NEW BEGINNING,YAMANOHA/ALANIZ,RICKY JASON ALANIZ;ROBERT KEKAIAKEA YAMANOHA
6297,2315152,A218404855351167,A NEW DAY,"MERRILL, KEITH",MERRILL KEITH
6631,2495343,A349919685414061,A NEW DISCOVERY,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
6675,2319653,A516899371962736,A NEW JOURNEY,"DAVIS, TAYLOR",DAVIS TAYLOR;GUBMAN ADAM
6720,2495354,A340972504981612,A NEW MORNING (CRICKETS CHIRPING),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
6734,11719,A322901276072642,A NEW SENSE,DANIELSON/LARSON/POWERS,DANIELSON NICOLAS;LARSON CHARLES;POWERS ALESSANDRA
6735,2256450,A322901276072642,A NEW SENSE,"DANIELSON, NICOLAS",DANIELSON NICOLAS;LARSON CHARLES;POWERS ALESSANDRA
6736,2495362,A157714118744790,A NEW START,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO; TOBACCO MUSIC EDITION
6835,3063444,A758451963006670,A NOITE NO CASTELO,"ZISKIND, HELIO",HELIO ZISKIND
6852,2359418,A526953956166905,A PEACEFUL MUSIC,TRIVELLATO,TRIVELLATO GIORDANO
6856,2361470,A772287772611044,A PEACEFUL PLACE,TRIVELLATO,SACCHETTO GIULIANO;TRIVELLATO GIORDANO
6899,2495415,A347468666562653,A PERFECT DAY FOR YOU (ENERGY MUSIC),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
6900,3114811,A565371312337537,A PERFECT UNISON,"CILUZZI, PETER",CILUZZI PETER
6906,2495424,A624264496421550,A PIECE OF LOUNGE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
